EmployeeNo,Division,Qualification,Gender,Channel_of_Recruitment,Trainings_Attended,Year_of_birth,Last_performance_score,Year_of_recruitment,Targets_met,Previous_Award,Training_score_average,State_Of_Origin,Foreign_schooled,Marital_Status,Past_Disciplinary_Action,Previous_IntraDepartmental_Movement,No_of_previous_employers,Promoted_or_Not
YAK/S/00244,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1991,7.5,2015,0,0,76,FCT,Yes,Married,No,No,1,0
YAK/S/00245,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,3,1984,5,2015,1,0,49,LAGOS,Yes,Single,No,No,1,1
YAK/S/00248,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1990,10,2015,0,0,70,ONDO,No,Married,No,No,3,0
YAK/S/00249,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1983,12.5,2012,1,0,74,ABIA,Yes,Single,No,No,4,0
YAK/S/00250,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1982,10,2010,0,0,41,RIVERS,Yes,Married,No,No,0,0
YAK/S/00251,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1991,12.5,2015,0,1,42,NASSARAWA,Yes,Single,No,No,1,0
YAK/S/00255,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1993,10,2017,1,0,53,NIGER,Yes,Married,No,No,0,0
YAK/S/00256,Business Finance Operations,First Degree or HND,Male,Direct Internal process,2,1997,0,2018,0,0,48,FCT,Yes,Married,No,No,1,0
YAK/S/00257,Information and Strategy,First Degree or HND,Male,Agency and others,3,1995,10,2017,1,0,79,ANAMBRA,Yes,Married,No,No,0,0
YAK/S/00258,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1987,12.5,2015,0,0,56,LAGOS,Yes,Married,No,No,0,0
YAK/S/00259,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1986,7.5,2012,0,0,38,RIVERS,Yes,Married,No,No,1,0
YAK/S/00260,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,2,1978,7.5,2005,0,0,71,KEBBI,Yes,Married,No,No,1,0
YAK/S/00262,Information Technology and Solution Support,MSc  MBA and PhD,Female,Agency and others,3,1983,7.5,2009,0,0,80,LAGOS,Yes,Married,No,No,5,0
YAK/S/00265,Business Finance Operations,First Degree or HND,Male,Direct Internal process,3,1992,2.5,2015,0,0,53,KWARA,Yes,Married,No,No,2,0
YAK/S/00270,Commercial Sales and Marketing,MSc  MBA and PhD,Female,Direct Internal process,3,1987,5,2011,0,0,41,OYO,Yes,Married,No,No,4,0
YAK/S/00271,Research and Innovation,First Degree or HND,Male,Agency and others,3,1995,12.5,2016,1,0,79,SOKOTO,Yes,Married,No,Yes,0,0
YAK/S/00272,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1986,12.5,2016,0,0,51,LAGOS,Yes,Married,No,Yes,0,0
YAK/S/00273,Regulatory and Legal services,Non University Education,Male,Agency and others,2,1993,0,2018,0,0,54,RIVERS,Yes,Married,No,No,1,0
YAK/S/00274,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1985,7.5,2015,0,0,52,IMO,Yes,Married,No,No,1,0
YAK/S/00275,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1976,7.5,2004,0,0,79,PLATEAU,Yes,Married,No,Yes,1,0
YAK/S/00277,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1995,5,2015,0,0,39,ZAMFARA,Yes,Married,No,No,1,0
YAK/S/00278,Information and Strategy,,Male,Direct Internal process,2,1990,7.5,2015,0,0,77,LAGOS,Yes,Married,No,No,1,0
YAK/S/00281,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1981,7.5,2007,0,0,42,OSUN,No,Married,No,No,0,0
YAK/S/00282,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,3,1992,10,2013,0,0,67,OYO,Yes,Single,No,No,0,0
YAK/S/00283,Information and Strategy,First Degree or HND,Male,Agency and others,3,1990,12.5,2012,1,0,79,KATSINA,Yes,Married,No,No,0,0
YAK/S/00285,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1979,12.5,2008,0,0,59,FCT,Yes,Married,No,No,1,0
YAK/S/00286,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1991,12.5,2016,1,0,57,OGUN,Yes,Married,No,No,3,0
YAK/S/00287,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1997,7.5,2017,1,0,62,DELTA,Yes,Married,No,No,0,0
YAK/S/00288,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1986,7.5,2012,0,0,48,NASSARAWA,Yes,Single,No,No,3,0
YAK/S/00290,People/HR Management,First Degree or HND,Female,Direct Internal process,2,1999,7.5,2017,0,0,39,BAUCHI,Yes,Married,No,No,1,0
YAK/S/00292,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,3,1982,7.5,2010,0,0,50,LAGOS,Yes,Single,No,Yes,0,0
YAK/S/00293,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1975,10,2002,0,0,77,RIVERS,Yes,Married,No,No,1,0
YAK/S/00294,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1992,5,2014,0,0,69,ABIA,Yes,Married,No,No,0,0
YAK/S/00295,Business Finance Operations,First Degree or HND,Male,Agency and others,2,1995,2.5,2016,0,0,51,OGUN,Yes,Married,No,No,1,0
YAK/S/00296,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1986,10,2014,0,0,53,NIGER,Yes,Married,No,Yes,1,0
YAK/S/00297,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1992,10,2017,1,0,87,RIVERS,Yes,Married,No,No,0,1
YAK/S/00298,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1991,5,2010,0,0,71,OYO,Yes,Married,No,No,1,0
YAK/S/00300,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1991,2.5,2013,0,0,39,GOMBE,Yes,Married,No,No,1,0
YAK/S/00302,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1975,12.5,2009,1,0,68,BAUCHI,Yes,Married,No,No,0,0
YAK/S/00304,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1987,5,2014,0,0,39,IMO,Yes,Single,No,No,1,0
YAK/S/00305,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1989,12.5,2016,1,0,78,PLATEAU,Yes,Married,No,No,2,0
YAK/S/00306,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1986,12.5,2009,0,0,55,NIGER,No,Married,No,No,0,0
YAK/S/00307,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1985,10,2016,1,0,58,LAGOS,No,Married,No,No,1,0
YAK/S/00309,Business Finance Operations,First Degree or HND,Male,Agency and others,2,1992,10,2015,0,0,49,LAGOS,Yes,Married,No,No,1,0
YAK/S/00310,Sourcing and Purchasing,First Degree or HND,Female,Referral and Special candidates,2,1988,7.5,2016,1,0,59,BENUE,Yes,Married,No,No,1,0
YAK/S/00312,Regulatory and Legal services,Non University Education,Male,Agency and others,2,1996,12.5,2017,1,0,51,KANO,Yes,Married,No,No,1,0
YAK/S/00313,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,5,1980,5,2010,0,0,60,ABIA,Yes,Married,No,No,1,0
YAK/S/00314,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1996,0,2018,1,0,61,LAGOS,Yes,Married,No,No,0,0
YAK/S/00315,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,2,1971,2.5,2012,0,1,71,KANO,Yes,Married,No,No,0,0
YAK/S/00316,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1991,2.5,2012,0,0,45,BAUCHI,Yes,Single,No,No,0,0
YAK/S/00317,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1993,0,2018,0,0,73,KADUNA,Yes,Married,No,No,6,0
YAK/S/00318,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,2,1981,12.5,2014,0,1,75,EKITI,Yes,Married,No,No,3,1
YAK/S/00320,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1986,12.5,2011,1,0,73,LAGOS,Yes,Married,No,No,3,0
YAK/S/00321,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1984,7.5,2012,1,0,44,LAGOS,Yes,Married,No,Yes,3,0
YAK/S/00322,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1987,7.5,2016,0,0,67,ADAMAWA,Yes,Single,No,No,0,1
YAK/S/00323,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1996,7.5,2017,0,0,49,BORNO,Yes,Single,No,Yes,1,0
YAK/S/00327,Business Finance Operations,First Degree or HND,Male,Direct Internal process,5,1990,12.5,2016,1,0,52,PLATEAU,Yes,Married,No,No,1,0
YAK/S/00328,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1989,7.5,2013,1,0,78,LAGOS,Yes,Single,No,No,2,0
YAK/S/00330,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1964,7.5,2000,0,0,73,RIVERS,Yes,Married,No,No,1,0
YAK/S/00333,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1988,10,2016,1,0,78,EDO,Yes,Married,No,No,0,0
YAK/S/00334,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1980,7.5,2016,0,0,78,DELTA,Yes,Married,No,No,0,0
YAK/S/00335,Customer Support and Field Operations,Non University Education,Male,Agency and others,3,1995,0,2018,0,0,53,OGUN,No,Not_Sure,No,No,0,0
YAK/S/00336,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1989,12.5,2014,0,1,76,KANO,Yes,Married,No,No,1,1
YAK/S/00337,Customer Support and Field Operations,,Male,Agency and others,2,1973,7.5,2011,0,0,49,ADAMAWA,No,Married,No,No,0,0
YAK/S/00338,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1980,7.5,2012,0,0,50,GOMBE,Yes,Married,No,No,2,0
YAK/S/00341,Information and Strategy,First Degree or HND,Male,Agency and others,2,1991,2.5,2015,0,0,76,KANO,Yes,Married,No,No,1,0
YAK/S/00343,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1977,12.5,2008,0,0,34,RIVERS,Yes,Married,No,No,1,0
YAK/S/00344,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1977,7.5,2009,0,0,52,LAGOS,Yes,Married,No,Yes,5,0
YAK/S/00345,Research and Innovation,MSc  MBA and PhD,Male,Agency and others,2,1991,10,2017,1,0,88,ENUGU,Yes,Single,No,No,0,1
YAK/S/00346,Customer Support and Field Operations,Non University Education,Male,Agency and others,2,1997,7.5,2017,0,0,51,IMO,Yes,Married,No,No,5,0
YAK/S/00347,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1981,2.5,2009,0,0,41,LAGOS,Yes,Married,No,No,0,0
YAK/S/00348,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,2,1989,7.5,2014,0,0,72,SOKOTO,No,Single,No,No,5,0
YAK/S/00349,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1981,12.5,2012,0,0,45,ADAMAWA,No,Married,No,No,0,0
YAK/S/00350,Information Technology and Solution Support,Non University Education,Female,Agency and others,3,1997,10,2016,1,0,70,KANO,Yes,Married,No,Yes,1,0
YAK/S/00351,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1976,10,2004,0,0,56,RIVERS,Yes,Married,No,No,2,1
YAK/S/00352,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1987,12.5,2014,0,0,52,EDO,Yes,Married,No,No,2,1
YAK/S/00353,Customer Support and Field Operations,,Female,Agency and others,2,1963,10,2001,1,0,52,OGUN,Yes,Married,No,No,0,0
YAK/S/00354,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1986,7.5,2012,0,0,74,KATSINA,Yes,Married,No,No,1,0
YAK/S/00355,Commercial Sales and Marketing,,Male,Agency and others,2,1997,10,2017,0,0,43,FCT,Yes,Married,No,No,0,0
YAK/S/00357,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1990,2.5,2017,0,0,73,IMO,Yes,Married,No,No,5,0
YAK/S/00359,People/HR Management,MSc  MBA and PhD,Female,Direct Internal process,2,1977,7.5,2005,0,0,39,EDO,Yes,Married,No,No,0,0
YAK/S/00360,Commercial Sales and Marketing,,Male,Agency and others,2,1997,5,2017,1,0,44,NIGER,Yes,Married,No,No,1,1
YAK/S/00361,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,3,1987,5,2009,0,0,61,OGUN,Yes,Married,No,No,1,0
YAK/S/00362,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1984,12.5,2017,0,0,46,BAUCHI,Yes,Married,No,No,1,0
YAK/S/00365,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1988,12.5,2012,1,0,49,OGUN,Yes,Married,No,No,1,0
YAK/S/00366,Customer Support and Field Operations,,Female,Direct Internal process,2,1968,7.5,2008,0,0,49,EDO,Yes,Married,No,No,0,0
YAK/S/00368,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1991,5,2014,0,0,41,LAGOS,Yes,Married,No,No,2,0
YAK/S/00369,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1986,12.5,2016,1,0,73,NIGER,Yes,Married,No,No,0,0
YAK/S/00371,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1976,7.5,2010,0,0,53,KEBBI,Yes,Single,No,No,1,0
YAK/S/00372,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1992,0,2018,0,0,61,TARABA,Yes,Married,No,No,1,0
YAK/S/00373,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,3,1990,7.5,2015,0,0,45,OGUN,Yes,Married,No,No,1,0
YAK/S/00374,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,3,1987,7.5,2011,0,0,72,OYO,Yes,Married,No,No,3,0
YAK/S/00375,Information and Strategy,First Degree or HND,Female,Agency and others,2,1997,0,2018,1,0,78,RIVERS,Yes,Single,No,No,0,0
YAK/S/00377,Commercial Sales and Marketing,MSc  MBA and PhD,Female,Agency and others,2,1984,7.5,2013,1,0,39,OGUN,No,Married,No,No,1,0
YAK/S/00378,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1979,7.5,2007,0,0,40,LAGOS,Yes,Married,No,No,1,0
YAK/S/00381,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1971,7.5,2011,0,0,49,KEBBI,No,Married,No,No,2,0
YAK/S/00382,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1993,0,2018,0,0,53,LAGOS,Yes,Married,No,No,0,0
YAK/S/00384,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,3,1979,5,2009,0,0,38,ONDO,Yes,Married,No,No,1,0
YAK/S/00385,Customer Support and Field Operations,MSc  MBA and PhD,Male,Direct Internal process,2,1987,7.5,2011,0,0,53,LAGOS,Yes,Single,No,No,1,0
YAK/S/00386,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1987,12.5,2011,1,0,46,LAGOS,Yes,Married,No,No,0,0
YAK/S/00387,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1992,0,2018,0,0,54,AKWA IBOM,Yes,Single,No,No,1,0
YAK/S/00388,Customer Support and Field Operations,MSc  MBA and PhD,Female,Referral and Special candidates,2,1989,10,2012,1,0,51,RIVERS,Yes,Married,No,No,3,0
YAK/S/00389,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1994,12.5,2017,0,0,53,SOKOTO,Yes,Married,No,No,1,0
YAK/S/00391,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,2,1975,7.5,2002,0,0,75,LAGOS,Yes,Single,No,No,0,0
YAK/S/00392,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1984,7.5,2009,1,0,41,IMO,Yes,Married,No,No,3,1
YAK/S/00393,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1973,10,2006,0,0,44,BORNO,Yes,Married,No,No,1,0
YAK/S/00396,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1988,2.5,2012,0,0,40,DELTA,Yes,Married,No,No,0,0
YAK/S/00398,Commercial Sales and Marketing,,Male,Direct Internal process,2,1998,7.5,2017,0,0,43,OGUN,Yes,Married,No,No,1,0
YAK/S/00399,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,2,1989,7.5,2015,0,0,78,BENUE,Yes,Single,No,No,1,0
YAK/S/00401,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1981,10,2006,0,0,52,OSUN,Yes,Single,No,No,0,0
YAK/S/00402,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1978,5,2012,0,0,62,NASSARAWA,Yes,Married,No,No,3,0
YAK/S/00403,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1983,7.5,2013,0,0,52,RIVERS,Yes,Single,No,No,5,0
YAK/S/00405,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1972,12.5,1999,1,0,57,EDO,Yes,Married,No,Yes,2,0
YAK/S/00406,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1989,2.5,2015,0,0,42,KATSINA,Yes,Single,No,No,0,0
YAK/S/00408,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1966,7.5,2001,0,0,79,KOGI,No,Married,No,No,1,0
YAK/S/00409,People/HR Management,MSc  MBA and PhD,Female,Agency and others,2,1986,7.5,2014,0,0,42,KEBBI,Yes,Married,No,No,1,0
YAK/S/00410,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1985,10,2013,1,0,51,LAGOS,Yes,Married,No,No,1,0
YAK/S/00411,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1992,12.5,2015,1,0,37,CROSS RIVER,Yes,Married,No,Yes,1,0
YAK/S/00412,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1975,7.5,2000,1,0,64,RIVERS,Yes,Single,No,No,3,0
YAK/S/00414,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1970,12.5,2000,0,0,32,RIVERS,Yes,Single,No,No,0,0
YAK/S/00415,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1984,7.5,2012,0,0,46,ADAMAWA,Yes,Married,No,No,1,0
YAK/S/00421,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,4,1992,7.5,2015,0,0,73,JIGAWA,Yes,Married,No,No,0,0
YAK/S/00422,Information Technology and Solution Support,MSc  MBA and PhD,Female,Direct Internal process,2,1991,7.5,2017,0,0,71,OYO,Yes,Single,No,No,1,0
YAK/S/00424,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,2,1972,10,2014,0,0,82,LAGOS,Yes,Single,No,No,1,0
YAK/S/00425,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1985,5,2014,0,0,40,ABIA,Yes,Married,No,No,0,0
YAK/S/00426,Sourcing and Purchasing,MSc  MBA and PhD,Male,Direct Internal process,2,1988,2.5,2016,0,0,63,OGUN,Yes,Married,No,No,1,0
YAK/S/00427,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,4,1969,7.5,1994,0,0,41,NIGER,Yes,Married,No,No,0,0
YAK/S/00429,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1984,7.5,2008,0,0,48,KEBBI,Yes,Single,No,No,0,0
YAK/S/00431,People/HR Management,Non University Education,Male,Direct Internal process,2,1997,0,2018,1,0,44,KADUNA,No,Married,No,No,0,0
YAK/S/00433,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1986,12.5,2009,1,0,51,LAGOS,Yes,Married,No,No,1,1
YAK/S/00435,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1988,12.5,2010,1,0,63,LAGOS,Yes,Married,No,No,0,0
YAK/S/00438,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1983,5,2011,0,0,51,ENUGU,Yes,Married,No,No,0,0
YAK/S/00440,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1990,7.5,2018,1,0,54,OSUN,Yes,Married,No,No,1,0
YAK/S/00442,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,4,1997,7.5,2017,0,0,55,BAYELSA,Yes,Married,No,No,3,0
YAK/S/00443,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,3,1984,12.5,2014,1,0,69,BAUCHI,Yes,Single,No,No,1,0
YAK/S/00444,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1989,12.5,2011,1,0,38,ANAMBRA,No,Single,No,No,0,1
YAK/S/00447,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1964,12.5,2013,0,0,37,BENUE,Yes,Married,No,No,1,0
YAK/S/00449,Sourcing and Purchasing,MSc  MBA and PhD,Male,Direct Internal process,2,1979,2.5,2015,0,0,62,LAGOS,Yes,Single,No,No,2,0
YAK/S/00450,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1976,7.5,2015,0,1,57,JIGAWA,Yes,Married,No,No,0,1
YAK/S/00451,Customer Support and Field Operations,MSc  MBA and PhD,Male,Direct Internal process,2,1980,7.5,2016,1,0,53,SOKOTO,Yes,Married,No,No,0,0
YAK/S/00452,Information Technology and Solution Support,MSc  MBA and PhD,Female,Direct Internal process,2,1980,2.5,2008,0,0,66,BENUE,Yes,Married,No,No,3,0
